source_file,house_brand,house_partno,house_legacy_partno,house_style,house_material_codes,competitor_brand,competitor_partno,competitor_style,product_line,shaft_in,bore_in,width_in,lip_material,case_material,spring_material,material_desc,fit_type,fit_value,fit_notes,description
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101237,N90018,O-RING,NBR,BOYD,2-018 N140-90,O-RING,O-RING,0.739,0.879,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-018 3/4"" ID x 7/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101626,S70018,O-RING,SILICONE,BOYD,2-018 S500-70,O-RING,O-RING,0.739,0.879,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-018 3/4"" ID x 7/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102013,V75018,O-RING,FKM,BOYD,2-018 V700-75,O-RING,O-RING,0.739,0.879,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-018 3/4"" ID x 7/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102783,BV75018,O-RING,FKM,BOYD,2-018 V708-75,O-RING,O-RING,0.739,0.879,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-018 3/4"" ID x 7/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100018,N70019,O-RING,NBR,BOYD,2-019 N100-70,O-RING,O-RING,0.801,0.941,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-019 13/16"" ID x 15/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101238,N90019,O-RING,NBR,BOYD,2-019 N140-90,O-RING,O-RING,0.801,0.941,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-019 13/16"" ID x 15/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101627,S70019,O-RING,SILICONE,BOYD,2-019 S500-70,O-RING,O-RING,0.801,0.941,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-019 13/16"" ID x 15/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102014,V75019,O-RING,FKM,BOYD,2-019 V700-75,O-RING,O-RING,0.801,0.941,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-019 13/16"" ID x 15/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102784,BV75019,O-RING,FKM,BOYD,2-019 V708-75,O-RING,O-RING,0.801,0.941,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-019 13/16"" ID x 15/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100019,N70020,O-RING,NBR,BOYD,2-020 N100-70,O-RING,O-RING,0.864,1.004,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-020 7/8"" ID x 1"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101239,N90020,O-RING,NBR,BOYD,2-020 N140-90,O-RING,O-RING,0.864,1.004,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-020 7/8"" ID x 1"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101628,S70020,O-RING,SILICONE,BOYD,2-020 S500-70,O-RING,O-RING,0.864,1.004,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-020 7/8"" ID x 1"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102015,V75020,O-RING,FKM,BOYD,2-020 V700-75,O-RING,O-RING,0.864,1.004,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-020 7/8"" ID x 1"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102785,BV75020,O-RING,FKM,BOYD,2-020 V708-75,O-RING,O-RING,0.864,1.004,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-020 7/8"" ID x 1"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100020,N70021,O-RING,NBR,BOYD,2-021 N100-70,O-RING,O-RING,0.926,1.066,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-021 15/16"" ID x 1-1/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101240,N90021,O-RING,NBR,BOYD,2-021 N140-90,O-RING,O-RING,0.926,1.066,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-021 15/16"" ID x 1-1/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101629,S70021,O-RING,SILICONE,BOYD,2-021 S500-70,O-RING,O-RING,0.926,1.066,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-021 15/16"" ID x 1-1/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102016,V75021,O-RING,FKM,BOYD,2-021 V700-75,O-RING,O-RING,0.926,1.066,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-021 15/16"" ID x 1-1/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102786,BV75021,O-RING,FKM,BOYD,2-021 V708-75,O-RING,O-RING,0.926,1.066,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-021 15/16"" ID x 1-1/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100021,N70022,O-RING,NBR,BOYD,2-022 N100-70,O-RING,O-RING,0.989,1.129,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-022 1"" ID x 1-1/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101241,N90022,O-RING,NBR,BOYD,2-022 N140-90,O-RING,O-RING,0.989,1.129,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-022 1"" ID x 1-1/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101630,S70022,O-RING,SILICONE,BOYD,2-022 S500-70,O-RING,O-RING,0.989,1.129,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-022 1"" ID x 1-1/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102017,V75022,O-RING,FKM,BOYD,2-022 V700-75,O-RING,O-RING,0.989,1.129,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-022 1"" ID x 1-1/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102787,BV75022,O-RING,FKM,BOYD,2-022 V708-75,O-RING,O-RING,0.989,1.129,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-022 1"" ID x 1-1/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100022,N70023,O-RING,NBR,BOYD,2-023 N100-70,O-RING,O-RING,1.051,1.191,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-023 1-1/16"" ID x 1-3/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101242,N90023,O-RING,NBR,BOYD,2-023 N140-90,O-RING,O-RING,1.051,1.191,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-023 1-1/16"" ID x 1-3/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101631,S70023,O-RING,SILICONE,BOYD,2-023 S500-70,O-RING,O-RING,1.051,1.191,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-023 1-1/16"" ID x 1-3/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102018,V75023,O-RING,FKM,BOYD,2-023 V700-75,O-RING,O-RING,1.051,1.191,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-023 1-1/16"" ID x 1-3/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102788,BV75023,O-RING,FKM,BOYD,2-023 V708-75,O-RING,O-RING,1.051,1.191,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-023 1-1/16"" ID x 1-3/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100023,N70024,O-RING,NBR,BOYD,2-024 N100-70,O-RING,O-RING,1.114,1.254,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-024 1-1/8"" ID x 1-1/4"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101243,N90024,O-RING,NBR,BOYD,2-024 N140-90,O-RING,O-RING,1.114,1.254,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-024 1-1/8"" ID x 1-1/4"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101632,S70024,O-RING,SILICONE,BOYD,2-024 S500-70,O-RING,O-RING,1.114,1.254,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-024 1-1/8"" ID x 1-1/4"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102019,V75024,O-RING,FKM,BOYD,2-024 V700-75,O-RING,O-RING,1.114,1.254,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-024 1-1/8"" ID x 1-1/4"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102789,BV75024,O-RING,FKM,BOYD,2-024 V708-75,O-RING,O-RING,1.114,1.254,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-024 1-1/8"" ID x 1-1/4"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100024,N70025,O-RING,NBR,BOYD,2-025 N100-70,O-RING,O-RING,1.176,1.316,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-025 1-3/16"" ID x 1-5/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101244,N90025,O-RING,NBR,BOYD,2-025 N140-90,O-RING,O-RING,1.176,1.316,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-025 1-3/16"" ID x 1-5/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101633,S70025,O-RING,SILICONE,BOYD,2-025 S500-70,O-RING,O-RING,1.176,1.316,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-025 1-3/16"" ID x 1-5/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102020,V75025,O-RING,FKM,BOYD,2-025 V700-75,O-RING,O-RING,1.176,1.316,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-025 1-3/16"" ID x 1-5/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102790,BV75025,O-RING,FKM,BOYD,2-025 V708-75,O-RING,O-RING,1.176,1.316,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-025 1-3/16"" ID x 1-5/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100025,N70026,O-RING,NBR,BOYD,2-026 N100-70,O-RING,O-RING,1.239,1.379,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-026 1-1/4"" ID x 1-3/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101245,N90026,O-RING,NBR,BOYD,2-026 N140-90,O-RING,O-RING,1.239,1.379,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-026 1-1/4"" ID x 1-3/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101634,S70026,O-RING,SILICONE,BOYD,2-026 S500-70,O-RING,O-RING,1.239,1.379,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-026 1-1/4"" ID x 1-3/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102021,V75026,O-RING,FKM,BOYD,2-026 V700-75,O-RING,O-RING,1.239,1.379,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-026 1-1/4"" ID x 1-3/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102791,BV75026,O-RING,FKM,BOYD,2-026 V708-75,O-RING,O-RING,1.239,1.379,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-026 1-1/4"" ID x 1-3/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100026,N70027,O-RING,NBR,BOYD,2-027 N100-70,O-RING,O-RING,1.301,1.441,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-027 1-5/16"" ID x 1-7/16"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101246,N90027,O-RING,NBR,BOYD,2-027 N140-90,O-RING,O-RING,1.301,1.441,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-027 1-5/16"" ID x 1-7/16"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101635,S70027,O-RING,SILICONE,BOYD,2-027 S500-70,O-RING,O-RING,1.301,1.441,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-027 1-5/16"" ID x 1-7/16"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102022,V75027,O-RING,FKM,BOYD,2-027 V700-75,O-RING,O-RING,1.301,1.441,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-027 1-5/16"" ID x 1-7/16"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102792,BV75027,O-RING,FKM,BOYD,2-027 V708-75,O-RING,O-RING,1.301,1.441,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-027 1-5/16"" ID x 1-7/16"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100027,N70028,O-RING,NBR,BOYD,2-028 N100-70,O-RING,O-RING,1.364,1.504,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-028 1-3/8"" ID x 1-1/2"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101247,N90028,O-RING,NBR,BOYD,2-028 N140-90,O-RING,O-RING,1.364,1.504,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-028 1-3/8"" ID x 1-1/2"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101636,S70028,O-RING,SILICONE,BOYD,2-028 S500-70,O-RING,O-RING,1.364,1.504,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-028 1-3/8"" ID x 1-1/2"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102023,V75028,O-RING,FKM,BOYD,2-028 V700-75,O-RING,O-RING,1.364,1.504,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-028 1-3/8"" ID x 1-1/2"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102793,BV75028,O-RING,FKM,BOYD,2-028 V708-75,O-RING,O-RING,1.364,1.504,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-028 1-3/8"" ID x 1-1/2"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100028,N70029,O-RING,NBR,BOYD,2-029 N100-70,O-RING,O-RING,1.489,1.629,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-029 1-1/2"" ID x 1-5/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101248,N90029,O-RING,NBR,BOYD,2-029 N140-90,O-RING,O-RING,1.489,1.629,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-029 1-1/2"" ID x 1-5/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101637,S70029,O-RING,SILICONE,BOYD,2-029 S500-70,O-RING,O-RING,1.489,1.629,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-029 1-1/2"" ID x 1-5/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102024,V75029,O-RING,FKM,BOYD,2-029 V700-75,O-RING,O-RING,1.489,1.629,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-029 1-1/2"" ID x 1-5/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102794,BV75029,O-RING,FKM,BOYD,2-029 V708-75,O-RING,O-RING,1.489,1.629,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-029 1-1/2"" ID x 1-5/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100029,N70030,O-RING,NBR,BOYD,2-030 N100-70,O-RING,O-RING,1.614,1.754,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-030 1-5/8"" ID x 1-3/4"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101249,N90030,O-RING,NBR,BOYD,2-030 N140-90,O-RING,O-RING,1.614,1.754,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-030 1-5/8"" ID x 1-3/4"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101638,S70030,O-RING,SILICONE,BOYD,2-030 S500-70,O-RING,O-RING,1.614,1.754,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-030 1-5/8"" ID x 1-3/4"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102025,V75030,O-RING,FKM,BOYD,2-030 V700-75,O-RING,O-RING,1.614,1.754,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-030 1-5/8"" ID x 1-3/4"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102795,BV75030,O-RING,FKM,BOYD,2-030 V708-75,O-RING,O-RING,1.614,1.754,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-030 1-5/8"" ID x 1-3/4"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100030,N70031,O-RING,NBR,BOYD,2-031 N100-70,O-RING,O-RING,1.739,1.879,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-031 1-3/4"" ID x 1-7/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101250,N90031,O-RING,NBR,BOYD,2-031 N140-90,O-RING,O-RING,1.739,1.879,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-031 1-3/4"" ID x 1-7/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101639,S70031,O-RING,SILICONE,BOYD,2-031 S500-70,O-RING,O-RING,1.739,1.879,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-031 1-3/4"" ID x 1-7/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102026,V75031,O-RING,FKM,BOYD,2-031 V700-75,O-RING,O-RING,1.739,1.879,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-031 1-3/4"" ID x 1-7/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102796,BV75031,O-RING,FKM,BOYD,2-031 V708-75,O-RING,O-RING,1.739,1.879,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-031 1-3/4"" ID x 1-7/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100031,N70032,O-RING,NBR,BOYD,2-032 N100-70,O-RING,O-RING,1.864,2.004,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-032 1-7/8"" ID x 2"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101251,N90032,O-RING,NBR,BOYD,2-032 N140-90,O-RING,O-RING,1.864,2.004,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-032 1-7/8"" ID x 2"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101640,S70032,O-RING,SILICONE,BOYD,2-032 S500-70,O-RING,O-RING,1.864,2.004,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-032 1-7/8"" ID x 2"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102027,V75032,O-RING,FKM,BOYD,2-032 V700-75,O-RING,O-RING,1.864,2.004,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-032 1-7/8"" ID x 2"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102797,BV75032,O-RING,FKM,BOYD,2-032 V708-75,O-RING,O-RING,1.864,2.004,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-032 1-7/8"" ID x 2"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100032,N70033,O-RING,NBR,BOYD,2-033 N100-70,O-RING,O-RING,1.989,2.129,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-033 2"" ID x 2-1/8"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101252,N90033,O-RING,NBR,BOYD,2-033 N140-90,O-RING,O-RING,1.989,2.129,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-033 2"" ID x 2-1/8"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101641,S70033,O-RING,SILICONE,BOYD,2-033 S500-70,O-RING,O-RING,1.989,2.129,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-033 2"" ID x 2-1/8"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102028,V75033,O-RING,FKM,BOYD,2-033 V700-75,O-RING,O-RING,1.989,2.129,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-033 2"" ID x 2-1/8"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102798,BV75033,O-RING,FKM,BOYD,2-033 V708-75,O-RING,O-RING,1.989,2.129,0.07,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-033 2"" ID x 2-1/8"" OD x 1/16"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100033,N70034,O-RING,NBR,BOYD,2-034 N100-70,O-RING,O-RING,2.114,2.254,0.07,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-034 2-1/8"" ID x 2-1/4"" OD x 1/16"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101253,N90034,O-RING,NBR,BOYD,2-034 N140-90,O-RING,O-RING,2.114,2.254,0.07,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-034 2-1/8"" ID x 2-1/4"" OD x 1/16"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101642,S70034,O-RING,SILICONE,BOYD,2-034 S500-70,O-RING,O-RING,2.114,2.254,0.07,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-034 2-1/8"" ID x 2-1/4"" OD x 1/16"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102029,V75034,O-RING,FKM,BOYD,2-034 V700-75,O-RING,O-RING,2.114,2.254,0.07,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-034 2-1/8"" ID x 2-1/4"" OD x 1/16"" FKM (Viton®) 75 BLACK O-RING"
