source_file,house_brand,house_partno,house_legacy_partno,house_style,house_material_codes,competitor_brand,competitor_partno,competitor_style,product_line,shaft_in,bore_in,width_in,lip_material,case_material,spring_material,material_desc,fit_type,fit_value,fit_notes,description
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100091,N70140,O-RING,NBR,BOYD,2-140 N100-70,O-RING,O-RING,2.237,2.443,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-140 2-1/4"" ID x 2-7/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101308,N90140,O-RING,NBR,BOYD,2-140 N140-90,O-RING,O-RING,2.237,2.443,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-140 2-1/4"" ID x 2-7/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101697,S70140,O-RING,SILICONE,BOYD,2-140 S500-70,O-RING,O-RING,2.237,2.443,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-140 2-1/4"" ID x 2-7/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102084,V75140,O-RING,FKM,BOYD,2-140 V700-75,O-RING,O-RING,2.237,2.443,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-140 2-1/4"" ID x 2-7/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102862,BV75140,O-RING,FKM,BOYD,2-140 V708-75,O-RING,O-RING,2.237,2.443,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-140 2-1/4"" ID x 2-7/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100092,N70141,O-RING,NBR,BOYD,2-141 N100-70,O-RING,O-RING,2.3,2.506,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-141 2-5/16"" ID x 2-1/2"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101309,N90141,O-RING,NBR,BOYD,2-141 N140-90,O-RING,O-RING,2.3,2.506,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-141 2-5/16"" ID x 2-1/2"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101698,S70141,O-RING,SILICONE,BOYD,2-141 S500-70,O-RING,O-RING,2.3,2.506,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-141 2-5/16"" ID x 2-1/2"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102085,V75141,O-RING,FKM,BOYD,2-141 V700-75,O-RING,O-RING,2.3,2.506,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-141 2-5/16"" ID x 2-1/2"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102863,BV75141,O-RING,FKM,BOYD,2-141 V708-75,O-RING,O-RING,2.3,2.506,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-141 2-5/16"" ID x 2-1/2"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100093,N70142,O-RING,NBR,BOYD,2-142 N100-70,O-RING,O-RING,2.362,2.568,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-142 2-3/8"" ID x 2-9/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101310,N90142,O-RING,NBR,BOYD,2-142 N140-90,O-RING,O-RING,2.362,2.568,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-142 2-3/8"" ID x 2-9/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101699,S70142,O-RING,SILICONE,BOYD,2-142 S500-70,O-RING,O-RING,2.362,2.568,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-142 2-3/8"" ID x 2-9/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102086,V75142,O-RING,FKM,BOYD,2-142 V700-75,O-RING,O-RING,2.362,2.568,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-142 2-3/8"" ID x 2-9/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102864,BV75142,O-RING,FKM,BOYD,2-142 V708-75,O-RING,O-RING,2.362,2.568,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-142 2-3/8"" ID x 2-9/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100094,N70143,O-RING,NBR,BOYD,2-143 N100-70,O-RING,O-RING,2.425,2.631,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-143 2-7/16"" ID x 2-5/8"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101311,N90143,O-RING,NBR,BOYD,2-143 N140-90,O-RING,O-RING,2.425,2.631,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-143 2-7/16"" ID x 2-5/8"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101700,S70143,O-RING,SILICONE,BOYD,2-143 S500-70,O-RING,O-RING,2.425,2.631,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-143 2-7/16"" ID x 2-5/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102087,V75143,O-RING,FKM,BOYD,2-143 V700-75,O-RING,O-RING,2.425,2.631,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-143 2-7/16"" ID x 2-5/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102865,BV75143,O-RING,FKM,BOYD,2-143 V708-75,O-RING,O-RING,2.425,2.631,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-143 2-7/16"" ID x 2-5/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100095,N70144,O-RING,NBR,BOYD,2-144 N100-70,O-RING,O-RING,2.487,2.693,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-144 2-1/2"" ID x 2-11/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101312,N90144,O-RING,NBR,BOYD,2-144 N140-90,O-RING,O-RING,2.487,2.693,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-144 2-1/2"" ID x 2-11/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101701,S70144,O-RING,SILICONE,BOYD,2-144 S500-70,O-RING,O-RING,2.487,2.693,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-144 2-1/2"" ID x 2-11/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102088,V75144,O-RING,FKM,BOYD,2-144 V700-75,O-RING,O-RING,2.487,2.693,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-144 2-1/2"" ID x 2-11/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102866,BV75144,O-RING,FKM,BOYD,2-144 V708-75,O-RING,O-RING,2.487,2.693,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-144 2-1/2"" ID x 2-11/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100096,N70145,O-RING,NBR,BOYD,2-145 N100-70,O-RING,O-RING,2.55,2.756,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-145 2-9/16"" ID x 2-3/4"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101313,N90145,O-RING,NBR,BOYD,2-145 N140-90,O-RING,O-RING,2.55,2.756,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-145 2-9/16"" ID x 2-3/4"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101702,S70145,O-RING,SILICONE,BOYD,2-145 S500-70,O-RING,O-RING,2.55,2.756,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-145 2-9/16"" ID x 2-3/4"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102089,V75145,O-RING,FKM,BOYD,2-145 V700-75,O-RING,O-RING,2.55,2.756,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-145 2-9/16"" ID x 2-3/4"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102867,BV75145,O-RING,FKM,BOYD,2-145 V708-75,O-RING,O-RING,2.55,2.756,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-145 2-9/16"" ID x 2-3/4"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100097,N70146,O-RING,NBR,BOYD,2-146 N100-70,O-RING,O-RING,2.612,2.818,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-146 2-5/8"" ID x 2-13/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101314,N90146,O-RING,NBR,BOYD,2-146 N140-90,O-RING,O-RING,2.612,2.818,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-146 2-5/8"" ID x 2-13/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101703,S70146,O-RING,SILICONE,BOYD,2-146 S500-70,O-RING,O-RING,2.612,2.818,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-146 2-5/8"" ID x 2-13/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102090,V75146,O-RING,FKM,BOYD,2-146 V700-75,O-RING,O-RING,2.612,2.818,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-146 2-5/8"" ID x 2-13/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102868,BV75146,O-RING,FKM,BOYD,2-146 V708-75,O-RING,O-RING,2.612,2.818,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-146 2-5/8"" ID x 2-13/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100098,N70147,O-RING,NBR,BOYD,2-147 N100-70,O-RING,O-RING,2.675,2.881,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-147 2-11/16"" ID x 2-7/8"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101315,N90147,O-RING,NBR,BOYD,2-147 N140-90,O-RING,O-RING,2.675,2.881,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-147 2-11/16"" ID x 2-7/8"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101704,S70147,O-RING,SILICONE,BOYD,2-147 S500-70,O-RING,O-RING,2.675,2.881,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-147 2-11/16"" ID x 2-7/8"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102091,V75147,O-RING,FKM,BOYD,2-147 V700-75,O-RING,O-RING,2.675,2.881,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-147 2-11/16"" ID x 2-7/8"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102869,BV75147,O-RING,FKM,BOYD,2-147 V708-75,O-RING,O-RING,2.675,2.881,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-147 2-11/16"" ID x 2-7/8"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100099,N70148,O-RING,NBR,BOYD,2-148 N100-70,O-RING,O-RING,2.737,2.943,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-148 2-3/4"" ID x 2-15/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101316,N90148,O-RING,NBR,BOYD,2-148 N140-90,O-RING,O-RING,2.737,2.943,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-148 2-3/4"" ID x 2-15/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101705,S70148,O-RING,SILICONE,BOYD,2-148 S500-70,O-RING,O-RING,2.737,2.943,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-148 2-3/4"" ID x 2-15/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102092,V75148,O-RING,FKM,BOYD,2-148 V700-75,O-RING,O-RING,2.737,2.943,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-148 2-3/4"" ID x 2-15/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102870,BV75148,O-RING,FKM,BOYD,2-148 V708-75,O-RING,O-RING,2.737,2.943,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-148 2-3/4"" ID x 2-15/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100100,N70149,O-RING,NBR,BOYD,2-149 N100-70,O-RING,O-RING,2.8,3.006,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-149 2-13/16"" ID x 3"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101317,N90149,O-RING,NBR,BOYD,2-149 N140-90,O-RING,O-RING,2.8,3.006,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-149 2-13/16"" ID x 3"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101706,S70149,O-RING,SILICONE,BOYD,2-149 S500-70,O-RING,O-RING,2.8,3.006,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-149 2-13/16"" ID x 3"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102093,V75149,O-RING,FKM,BOYD,2-149 V700-75,O-RING,O-RING,2.8,3.006,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-149 2-13/16"" ID x 3"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102871,BV75149,O-RING,FKM,BOYD,2-149 V708-75,O-RING,O-RING,2.8,3.006,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-149 2-13/16"" ID x 3"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100101,N70150,O-RING,NBR,BOYD,2-150 N100-70,O-RING,O-RING,2.862,3.068,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-150 2-7/8"" ID x 3-1/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101318,N90150,O-RING,NBR,BOYD,2-150 N140-90,O-RING,O-RING,2.862,3.068,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-150 2-7/8"" ID x 3-1/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101707,S70150,O-RING,SILICONE,BOYD,2-150 S500-70,O-RING,O-RING,2.862,3.068,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-150 2-7/8"" ID x 3-1/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102094,V75150,O-RING,FKM,BOYD,2-150 V700-75,O-RING,O-RING,2.862,3.068,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-150 2-7/8"" ID x 3-1/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102872,BV75150,O-RING,FKM,BOYD,2-150 V708-75,O-RING,O-RING,2.862,3.068,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-150 2-7/8"" ID x 3-1/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100102,N70151,O-RING,NBR,BOYD,2-151 N100-70,O-RING,O-RING,2.987,3.193,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-151 3"" ID x 3-3/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101319,N90151,O-RING,NBR,BOYD,2-151 N140-90,O-RING,O-RING,2.987,3.193,0.103,NBR 90,,,NBR 90,direct,0.0,direct,"AS568-151 3"" ID x 3-3/16"" OD x 3/32"" NBR (BUNA) 90 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75101708,S70151,O-RING,SILICONE,BOYD,2-151 S500-70,O-RING,O-RING,2.987,3.193,0.103,SILICONE,,,SILICONE,direct,0.0,direct,"AS568-151 3"" ID x 3-3/16"" OD x 3/32"" SILICONE 70 ORANGE O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102095,V75151,O-RING,FKM,BOYD,2-151 V700-75,O-RING,O-RING,2.987,3.193,0.103,FKM 75 BLACK,,,FKM 75 BLACK,direct,0.0,direct,"AS568-151 3"" ID x 3-3/16"" OD x 3/32"" FKM (Viton®) 75 BLACK O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75102873,BV75151,O-RING,FKM,BOYD,2-151 V708-75,O-RING,O-RING,2.987,3.193,0.103,FKM 75 BR,,,FKM 75 BR,direct,0.0,direct,"AS568-151 3"" ID x 3-3/16"" OD x 3/32"" FKM (Viton®) 75 BROWN O-RING"
Dichtomatik_Interchange_1-2022.xlsb,Dichtomatik,75100103,N70152,O-RING,NBR,BOYD,2-152 N100-70,O-RING,O-RING,3.237,3.443,0.103,NBR 70,,,NBR 70,direct,0.0,direct,"AS568-152 3-1/4"" ID x 3-7/16"" OD x 3/32"" NBR (BUNA) 70 BLACK O-RING"
